param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_tol,params,mean_test_f1,mean_train_f1,mean_test_Accuracy,mean_train_Accuracy,score
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 1, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 1, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 1, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 3, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 4, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 5, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 8, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 8, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 8, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 8, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 9, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 9, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 9, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 0, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 0, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 0, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 1, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 1, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 1, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 1, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 1, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 1, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 2, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 2, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 2, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 3, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 4, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 5, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.0003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 6, 'tol': 0.0004}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.005}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.008}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.003}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
relu,1.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0001}",0.491929825,0.491204154,0.633333333,0.633333333,0.401111111
